"id","product","price","demand"
1,"10 COLOUR SPACEBOY PEN",0.72,115.990155943672
1,"10 COLOUR SPACEBOY PEN",0.821111111111111,73.172647756993
1,"10 COLOUR SPACEBOY PEN",0.922222222222222,54.126225061631
1,"10 COLOUR SPACEBOY PEN",1.02333333333333,45.3624739654545
1,"10 COLOUR SPACEBOY PEN",1.12444444444444,38.5223929109929
1,"10 COLOUR SPACEBOY PEN",1.22555555555556,31.2091023340694
1,"10 COLOUR SPACEBOY PEN",1.32666666666667,23.4628943416618
1,"10 COLOUR SPACEBOY PEN",1.42777777777778,15.7804425707803
1,"10 COLOUR SPACEBOY PEN",1.52888888888889,8.54204136171192
1,"10 COLOUR SPACEBOY PEN",1.63,1.9488612255597
2,"12 COLOURED PARTY BALLOONS",0.65,13.9609375
2,"12 COLOURED PARTY BALLOONS",0.716666666666667,12.5208333333333
2,"12 COLOURED PARTY BALLOONS",0.783333333333333,11.0807291666667
2,"12 COLOURED PARTY BALLOONS",0.85,9.640625
2,"12 COLOURED PARTY BALLOONS",0.916666666666667,8.20052083333333
2,"12 COLOURED PARTY BALLOONS",0.983333333333333,6.76041666666667
2,"12 COLOURED PARTY BALLOONS",1.05,5.3203125
2,"12 COLOURED PARTY BALLOONS",1.11666666666667,3.88020833333333
2,"12 COLOURED PARTY BALLOONS",1.18333333333333,2.44010416666667
2,"12 COLOURED PARTY BALLOONS",1.25,1
3,"12 EGG HOUSE PAINTED WOOD",12.75,1.44230769230769
3,"12 EGG HOUSE PAINTED WOOD",14.1066666666667,1.5042735042735
3,"12 EGG HOUSE PAINTED WOOD",15.4633333333333,1.56623931623932
3,"12 EGG HOUSE PAINTED WOOD",16.82,1.62820512820513
3,"12 EGG HOUSE PAINTED WOOD",18.1766666666667,1.69017094017094
3,"12 EGG HOUSE PAINTED WOOD",19.5333333333333,1.75213675213675
3,"12 EGG HOUSE PAINTED WOOD",20.89,1.81410256410256
3,"12 EGG HOUSE PAINTED WOOD",22.2466666666667,1.87606837606838
3,"12 EGG HOUSE PAINTED WOOD",23.6033333333333,1.93803418803419
3,"12 EGG HOUSE PAINTED WOOD",24.96,2
4,"12 MESSAGE CARDS WITH ENVELOPES",1.45,60
